name,total,denisty,dem,gop,fips
"Rock County, Wisconsin","160,331",223.26,"39,336","31,483","55,105"
"Rock Island County, Illinois","147,546",345.03,"32,258","26,969","17,161"
"Rockbridge County, Virginia","22,307",37.33,"3,506","6,671","51,163"
"Rockcastle County, Kentucky","17,056",53.88,915,"5,609","21,203"
"Rockdale County, Georgia","85,215",656.55,"23,206","13,463","13,247"
"Rockingham County, New Hampshire","295,223",424.95,"79,994","90,447","33,015"
"Rockingham County, North Carolina","93,643",165.58,"14,057","26,463","37,157"
"Rockingham County, Virginia","76,314",89.88,"9,361","25,269","51,165"
"Rockland County, New York","311,687","1,795.95","63,454","57,148","36,087"
"Rockwall County, Texas","78,337",616.65,"9,633","28,396","48,397"
"Roger Mills County, Oklahoma","3,647",3.2,151,"1,546","40,129"
"Rogers County, Oklahoma","86,905",128.63,"7,895","30,893","40,131"
"Rolette County, North Dakota","13,937",15.43,"2,097","1,210","38,079"
"Rooks County, Kansas","5,181",5.82,273,"1,999","20,163"
"Roosevelt County, New Mexico","19,846",8.11,"1,445","3,865","35,041"
"Roosevelt County, Montana","10,425",4.43,"1,504","1,722","30,085"
"Roscommon County, Michigan","24,449",47.05,"4,287","8,141","26,143"
"Roseau County, Minnesota","15,629",9.35,"1,856","5,451","27,135"
"Rosebud County, Montana","9,233",1.84,969,"2,211","30,087"
"Ross County, Ohio","78,064",113.27,"9,905","17,833","39,141"
"Routt County, Colorado","23,509",9.95,"7,487","5,149","8,107"
"Rowan County, North Carolina","138,428",270.7,"19,208","42,388","37,159"
"Rowan County, Kentucky","23,333",83.39,"3,295","5,174","21,205"
"Runnels County, Texas","10,501",9.99,452,"3,241","48,399"
"Rush County, Indiana","17,392",42.61,"1,525","5,292","18,139"
"Rush County, Kansas","3,307",4.61,227,"1,177","20,165"
"Rusk County, Wisconsin","14,755",16.15,"2,171","4,564","55,107"
"Rusk County, Texas","53,330",57.71,"3,935","14,675","48,401"
"Russell County, Kentucky","17,565",69.25,"1,093","6,863","21,207"
"Russell County, Alabama","52,947",82.58,"9,577","9,210","1,113"
"Russell County, Virginia","28,897",60.99,"2,328","9,516","51,167"
"Russell County, Kansas","6,970",7.86,454,"2,544","20,167"
"Rutherford County, North Carolina","67,810",120.2,"7,451","21,694","37,161"
"Rutherford County, Tennessee","262,604",423.99,"36,627","64,428","47,149"
"Rutland County, Vermont","61,642",66.29,"13,629","12,471","50,021"
"Sabine County, Texas","10,834",22.05,614,"3,992","48,403"
"Sabine Parish, Louisiana","24,233",27.96,"1,703","7,877","22,085"
"Sac County, Iowa","10,350",18,"1,269","3,692","19,161"
"Sacramento County, California","1,418,788","1,470.79","273,768","163,024","6,067"
"Sagadahoc County, Maine","35,293",139.12,"10,679","9,304","23,023"
"Saginaw County, Michigan","200,169",250.18,"44,395","45,469","26,145"
"Saguache County, Colorado","6,108",1.93,"1,345","1,109","8,109"
"Salem city, Virginia","24,802","1,718.00","4,212","7,225","51,775"
"Salem County, New Jersey","66,083",199.11,"11,766","16,256","34,033"
"Saline County, Arkansas","107,118",148.03,"13,247","35,852","5,125"
"Saline County, Nebraska","14,200",24.74,"1,630","2,849","31,151"
"Saline County, Illinois","24,913",65.59,"2,551","8,248","17,165"
"Saline County, Kansas","55,606",77.21,"6,084","13,367","20,169"
"Saline County, Missouri","23,370",30.93,"2,787","5,977","29,195"
"Salt Lake County, Utah","1,029,655","1,387.15","154,831","117,901","49,035"
"Saluda County, South Carolina","19,875",43.9,"2,809","5,525","45,081"
"Sampson County, North Carolina","63,431",67.14,"10,486","14,761","37,163"
"San Augustine County, Texas","8,865",16.71,907,"2,620","48,405"
"San Benito County, California","55,269",39.8,"10,050","6,471","6,069"
"San Bernardino County, California","2,035,210",101.47,"312,517","253,962","6,071"
"San Diego County, California","3,095,313",735.82,"567,243","386,807","6,073"
"San Francisco County, California","805,235","17,179.16","312,443","34,493","6,075"
"San Jacinto County, Texas","26,384",46.35,"2,034","8,050","48,407"
"San Joaquin County, California","685,306",492.56,"89,791","68,316","6,077"
"San Juan County, Utah","14,746",1.89,"1,997","2,635","49,037"
"San Juan County, Washington","15,769",90.67,"7,053","2,651","53,055"
"San Juan County, Colorado",699,1.8,265,215,"8,111"
"San Juan County, New Mexico","130,044",23.59,"12,826","27,879","35,045"
"San Luis Obispo County, California","269,637",81.74,"63,001","52,672","6,079"
"San Mateo County, California","718,451","1,602.23","219,580","53,731","6,081"
"San Miguel County, Colorado","7,359",5.72,"2,960","1,030","8,113"
"San Miguel County, New Mexico","29,393",6.23,"7,249","2,302","35,047"
"San Patricio County, Texas","64,804",93.45,"7,825","13,004","48,409"
"San Saba County, Texas","6,131",5.4,293,"2,025","48,411"
"Sanborn County, South Dakota","2,355",4.14,241,819,"46,111"
"Sanders County, Montana","11,413",4.13,"1,211","4,268","30,089"
"Sandoval County, New Mexico","131,561",35.45,"27,405","25,748","35,043"
"Sandusky County, Ohio","60,944",149.21,"9,733","16,045","39,143"
"Sangamon County, Illinois","197,465",227.42,"40,731","49,823","17,167"
"Sanilac County, Michigan","43,114",44.79,"4,873","13,446","26,151"
"Sanpete County, Utah","27,822",17.5,"1,026","6,436","49,039"
"Santa Barbara County, California","423,895",154.98,"100,120","53,740","6,083"
"Santa Clara County, California","1,781,642","1,381.01","483,472","137,452","6,085"
"Santa Cruz County, California","262,382",589.4,"85,185","20,158","6,087"
"Santa Cruz County, Arizona","47,420",38.34,"10,684","3,650","4,023"
"Santa Fe County, New Mexico","144,170",75.5,"49,956","14,198","35,049"
"Santa Rosa County, Florida","151,372",149.64,"18,398","65,126","12,113"
"Sarasota County, Florida","379,448",682.62,"97,676","124,098","12,115"
"Saratoga County, New York","219,607",271.13,"46,546","51,088","36,091"
"Sargent County, North Dakota","3,829",4.46,693,"1,088","38,081"
"Sarpy County, Nebraska","158,840",664.63,"27,704","44,649","31,153"
"Sauk County, Wisconsin","61,976",74.59,"14,692","14,791","55,111"
"Saunders County, Nebraska","20,780",27.7,"2,509","7,486","31,155"
"Sawyer County, Wisconsin","16,557",13.17,"2,846","4,625","55,113"
"Schenectady County, New York","154,727",756.55,"30,870","27,268","36,093"
"Schleicher County, Texas","3,461",2.64,209,819,"48,413"
"Schley County, Georgia","5,010",30.02,401,"1,472","13,249"
"Schoharie County, New York","32,749",52.67,"3,777","8,173","36,095"
"Schoolcraft County, Michigan","8,485",7.24,"1,369","2,556","26,153"
"Schuyler County, Missouri","4,431",14.42,354,"1,505","29,197"
"Schuyler County, New York","18,343",55.87,"2,761","5,179","36,097"
"Schuyler County, Illinois","7,544",17.25,"1,074","2,523","17,169"
"Schuylkill County, Pennsylvania","148,289",190.45,"16,724","43,937","42,107"
"Scioto County, Ohio","79,499",130.28,"8,841","19,742","39,145"
"Scotland County, Missouri","4,843",11.09,365,"1,525","29,199"
"Scotland County, North Carolina","36,157",113.4,"7,279","6,212","37,165"
"Scott County, Arkansas","11,233",12.59,507,"2,378","5,127"
"Scott County, Kentucky","47,173",167.42,"7,713","15,052","21,209"
"Scott County, Virginia","23,177",43.28,"1,579","8,242","51,169"
"Scott County, Mississippi","28,264",46.4,"3,999","5,742","28,123"
"Scott County, Missouri","39,191",93.31,"3,574","13,168","29,201"
"Scott County, Minnesota","129,928",364.48,"28,502","39,948","27,139"
"Scott County, Kansas","4,936",6.88,232,"1,832","20,171"
"Scott County, Indiana","24,181",127,"2,642","6,074","18,143"
"Scott County, Iowa","165,224",360.68,"40,302","39,083","19,163"
"Scott County, Tennessee","22,228",41.76,934,"6,044","47,151"
"Scott County, Illinois","5,355",21.34,528,"1,965","17,171"
"Scotts Bluff County, Nebraska","36,970",50,"3,151","9,952","31,157"
"Screven County, Georgia","14,593",22.62,"2,300","3,305","13,251"
"Scurry County, Texas","16,921",18.69,733,"4,403","48,415"
"Searcy County, Arkansas","8,195",12.3,601,"2,955","5,129"
"Sebastian County, Arkansas","125,744",236.4,"12,184","28,769","5,131"
"Sedgwick County, Kansas","498,365",499.61,"66,716","101,319","20,173"
"Sedgwick County, Colorado","2,379",4.34,267,"1,015","8,115"
"Seminole County, Oklahoma","25,482",40.27,"2,067","5,612","40,133"
"Seminole County, Florida","422,718","1,367.04","105,611","109,265","12,117"
"Seminole County, Georgia","8,729",37.11,"1,186","2,343","13,253"
"Seneca County, New York","35,251",108.9,"5,175","6,719","36,099"
"Seneca County, Ohio","56,745",102.98,"7,237","14,559","39,147"
"Sequatchie County, Tennessee","14,112",53.08,"1,051","4,434","47,153"
"Sequoyah County, Oklahoma","42,391",62.96,"3,061","10,888","40,135"
"Sevier County, Arkansas","17,058",30.18,"1,075","3,281","5,133"
"Sevier County, Utah","20,802",10.89,673,"6,455","49,041"
"Sevier County, Tennessee","89,889",151.71,"6,293","28,610","47,155"
"Seward County, Kansas","22,952",35.89,"1,491","3,025","20,175"
"Seward County, Nebraska","16,750",29.31,"1,881","5,451","31,159"
"Shackelford County, Texas","3,378",3.69,103,"1,378","48,417"
"Shannon County, Missouri","8,441",8.41,776,"2,966","29,203"
"Sharkey County, Mississippi","4,916",11.39,"1,290",619,"28,125"
"Sharp County, Arkansas","17,264",28.56,"1,472","5,405","5,135"
"Shasta County, California","177,223",46.94,"20,471","47,587","6,089"
"Shawano County, Wisconsin","41,949",46.97,"6,056","12,742","55,115"
"Shawnee County, Kansas","177,934",327.07,"33,270","35,349","20,177"
"Sheboygan County, Wisconsin","115,507",225.92,"22,636","32,368","55,117"
"Shelby County, Indiana","44,436",108.08,"4,247","12,718","18,145"
"Shelby County, Ohio","49,423",121.23,"4,143","18,148","39,149"
"Shelby County, Illinois","22,363",29.48,"2,279","8,209","17,173"
"Shelby County, Texas","25,448",31.99,"1,757","7,171","48,419"
"Shelby County, Tennessee","927,644","1,215.51","206,640","114,948","47,157"
"Shelby County, Alabama","195,085",248.54,"22,927","72,846","1,117"
"Shelby County, Kentucky","42,074",110.83,"6,276","13,196","21,211"
"Shelby County, Missouri","6,373",12.72,606,"2,524","29,205"
"Shelby County, Iowa","12,167",20.59,"1,649","4,340","19,165"
"Shenandoah County, Virginia","41,993",82.54,"5,269","14,078","51,171"
"Sherburne County, Minnesota","88,499",204.42,"13,299","31,049","27,141"
"Sheridan County, Montana","3,384",2.02,476,"1,237","30,091"
"Sheridan County, Wyoming","29,116",11.54,"2,926","10,266","56,033"
"Sheridan County, North Dakota","1,321",1.36,94,644,"38,083"
"Sheridan County, Kansas","2,556",2.85,126,"1,186","20,179"
"Sheridan County, Nebraska","5,469",2.24,286,"2,192","31,161"
"Sherman County, Kansas","6,010",5.69,340,"2,043","20,181"
"Sherman County, Nebraska","3,152",5.57,338,"1,143","31,163"
"Sherman County, Oregon","1,765",2.14,202,726,"41,055"
"Sherman County, Texas","3,034",3.29,96,807,"48,421"
"Shiawassee County, Michigan","70,648",133.13,"12,547","19,232","26,155"
"Shoshone County, Idaho","12,765",4.85,"1,384","3,297","16,079"
"Sibley County, Minnesota","15,226",25.86,"1,954","5,193","27,143"
"Sierra County, New Mexico","11,988",2.87,"1,600","2,998","35,051"
"Sierra County, California","3,240",3.4,601,"1,048","6,091"
"Silver Bow County, Montana","34,200",47.6,"8,545","6,252","30,093"
"Simpson County, Mississippi","27,503",46.68,"3,871","7,393","28,127"
"Simpson County, Kentucky","17,327",73.98,"2,144","5,077","21,213"
"Sioux County, North Dakota","4,153",3.8,758,256,"38,085"
"Sioux County, Iowa","33,704",43.87,"2,289","14,761","19,167"
"Sioux County, Nebraska","1,311",0.63,77,602,"31,165"
"Siskiyou County, California","44,900",7.15,"7,106","11,212","6,093"
"Skagit County, Washington","116,901",67.53,"26,076","24,330","53,057"
"Skamania County, Washington","11,066",6.68,"2,207","2,910","53,059"
"Slope County, North Dakota",727,0.6,42,361,"38,087"
"Smith County, Texas","209,714",227.59,"22,128","58,631","48,423"
"Smith County, Mississippi","16,491",25.92,"1,598","5,877","28,129"
"Smith County, Tennessee","19,166",60.98,"1,688","5,485","47,159"
"Smith County, Kansas","3,853",4.3,295,"1,635","20,183"
"Smyth County, Virginia","32,208",71.43,"2,661","9,747","51,173"
"Snohomish County, Washington","713,335",341.75,"167,943","116,433","53,061"
"Snyder County, Pennsylvania","39,702",120.78,"3,991","11,710","42,109"
"Socorro County, New Mexico","17,866",2.69,"3,275","2,592","35,053"
"Solano County, California","413,344",503,"97,159","49,595","6,095"
"Somerset County, Maine","52,228",13.31,"9,092","14,998","23,025"
"Somerset County, New Jersey","323,444","1,071.67","83,839","64,640","34,035"
"Somerset County, Pennsylvania","77,742",72.36,"7,367","27,347","42,111"
"Somerset County, Maryland","26,470",82.79,"3,484","5,056","24,039"
"Somervell County, Texas","8,490",45.53,540,"3,206","48,425"
"Sonoma County, California","483,878",307.06,"116,027","37,421","6,097"
"Southampton County, Virginia","18,570",30.99,"3,595","5,035","51,175"
"Spalding County, Georgia","64,073",326.12,"9,347","15,636","13,255"
"Spartanburg County, South Carolina","284,307",351.9,"39,888","76,101","45,083"
"Spencer County, Indiana","20,952",52.81,"2,861","6,572","18,147"
"Spencer County, Kentucky","17,061",91.39,"1,921","7,196","21,215"
"Spink County, South Dakota","6,415",4.27,919,"1,854","46,115"
"Spokane County, Washington","471,221",267.16,"86,590","103,846","53,063"
"Spotsylvania County, Virginia","122,397",304.85,"24,204","34,619","51,177"
"St. Bernard Parish, Louisiana","35,897",95.09,"4,957","10,232","22,087"
"St. Charles County, Missouri","360,485",643.22,"68,225","120,899","29,183"
"St. Charles Parish, Louisiana","52,780",189.12,"8,558","16,620","22,089"
"St. Clair County, Alabama","83,593",132.29,"5,550","31,579","1,115"
"St. Clair County, Illinois","270,056",410.57,"60,180","53,479","17,163"
"St. Clair County, Michigan","163,040",226.08,"24,553","49,067","26,147"
"St. Clair County, Missouri","9,805",14.63,936,"3,501","29,185"
"St. Croix County, Wisconsin","84,345",116.77,"17,496","26,123","55,109"
"St. Francis County, Arkansas","28,258",44.52,"4,031","3,195","5,123"
"St. Francois County, Missouri","65,359",144.64,"6,250","17,467","29,187"
"St. Helena Parish, Louisiana","11,203",27.43,"3,353","2,497","22,091"
"St. James Parish, Louisiana","22,102",91.51,"6,418","5,456","22,093"
"St. John the Baptist Parish, Louisiana","45,924",215.53,"12,658","7,569","22,095"
"St. Johns County, Florida","190,039",316.39,"43,037","88,633","12,109"
"St. Joseph County, Michigan","61,295",122.45,"7,529","14,886","26,149"
"St. Joseph County, Indiana","266,931",583.01,"52,247","52,019","18,141"
"St. Landry Parish, Louisiana","83,384",90.25,"17,208","21,966","22,097"
"St. Lawrence County, New York","111,944",41.76,"14,659","18,450","36,089"
"St. Louis city, Missouri","319,294","5,157.49","101,487","20,281","29,510"
"St. Louis County, Missouri","998,954","1,967.22","280,866","199,081","29,189"
"St. Louis County, Minnesota","200,226",32.05,"57,769","44,631","27,137"
"St. Lucie County, Florida","277,789",485.71,"66,812","70,248","12,111"
"St. Martin Parish, Louisiana","52,160",70.71,"8,266","16,872","22,099"
"St. Mary Parish, Louisiana","54,650",98.4,"8,050","14,353","22,101"
"St. Mary's County, Maryland","105,151",294.39,"15,786","26,889","24,037"
"St. Tammany Parish, Louisiana","233,740",276.44,"27,716","90,914","22,103"
"Stafford County, Virginia","128,961",479.49,"27,879","33,840","51,179"
"Stafford County, Kansas","4,437",5.6,303,"1,485","20,185"
"Stanislaus County, California","514,453",344.16,"73,939","72,960","6,099"
"Stanley County, South Dakota","2,966",2.05,329,"1,148","46,117"
"Stanly County, North Carolina","60,585",153.35,"7,008","21,788","37,167"
"Stanton County, Kansas","2,235",3.29,132,580,"20,187"
"Stanton County, Nebraska","6,129",14.32,417,"2,173","31,167"
"Stark County, Ohio","375,586",652.89,"66,581","96,345","39,151"
"Stark County, Illinois","5,994",20.81,748,"1,777","17,175"
"Stark County, North Dakota","24,199",18.13,"1,745","9,718","38,089"
"Starke County, Indiana","23,363",75.58,"2,489","6,367","18,149"
"Starr County, Texas","60,968",49.84,"9,246","2,218","48,427"
"Staunton city, Virginia","23,746","1,188.77","5,329","5,129","51,790"
"Ste. Genevieve County, Missouri","18,145",36.35,"2,540","5,495","29,186"
"Stearns County, Minnesota","150,642",112.16,"25,575","47,618","27,145"
"Steele County, Minnesota","36,576",85.13,"6,239","11,198","27,147"
"Steele County, North Dakota","1,975",2.77,361,537,"38,091"
"Stephens County, Oklahoma","45,048",51.76,"3,084","14,166","40,137"
"Stephens County, Georgia","26,175",146.12,"1,835","7,682","13,257"
"Stephens County, Texas","9,630",10.74,348,"3,033","48,429"
"Stephenson County, Illinois","47,711",84.52,"7,531","10,845","17,177"
"Sterling County, Texas","1,143",1.24,70,549,"48,431"
"Steuben County, Indiana","34,185",110.65,"3,741","10,127","18,151"
"Steuben County, New York","98,990",71.19,"11,215","25,091","36,101"
"Stevens County, Kansas","5,724",7.87,215,"1,564","20,189"
"Stevens County, Minnesota","9,726",17.26,"2,116","2,800","27,149"
"Stevens County, Washington","43,531",17.57,"4,348","11,059","53,065"
"Stewart County, Georgia","6,058",13.21,"1,220",805,"13,259"
"Stewart County, Tennessee","13,324",29.01,"1,222","3,864","47,161"
"Stillwater County, Montana","9,117",5.08,904,"3,630","30,095"
"Stoddard County, Missouri","29,968",36.4,"1,873","11,077","29,207"
"Stokes County, North Carolina","47,401",105.6,"4,645","16,976","37,169"
"Stone County, Missouri","32,202",69.4,"2,886","13,149","29,209"
"Stone County, Arkansas","12,394",20.44,"1,189","4,081","5,137"
"Stone County, Mississippi","17,786",39.93,"1,400","4,810","28,131"
"Stonewall County, Texas","1,490",1.63,135,555,"48,433"
"Storey County, Nevada","4,010",15.25,752,"1,616","32,029"
"Story County, Iowa","89,542",156.32,"25,085","19,111","19,169"
"Strafford County, New Hampshire","123,143",333.74,"34,894","29,072","33,017"
"Stutsman County, North Dakota","21,100",9.5,"2,484","6,706","38,093"
"Sublette County, Wyoming","10,247",2.1,644,"3,409","56,035"
"Suffolk city, Virginia","84,585",211.37,"23,012","17,206","51,800"
"Suffolk County, Massachusetts","722,023","12,415.65","241,212","50,042","25,025"
"Suffolk County, New York","1,493,350","1,637.35","276,953","328,403","36,103"
"Sullivan County, Missouri","6,714",10.36,526,"1,884","29,211"
"Sullivan County, New York","77,547",80.1,"10,983","14,626","36,105"
"Sullivan County, New Hampshire","43,742",81.41,"10,210","10,796","33,019"
"Sullivan County, Tennessee","156,823",379.38,"11,910","45,577","47,163"
"Sullivan County, Indiana","21,475",48.03,"2,113","6,138","18,153"
"Sullivan County, Pennsylvania","6,428",14.29,756,"2,318","42,113"
"Sully County, South Dakota","1,373",1.36,137,679,"46,119"
"Summers County, West Virginia","13,927",38.64,"1,186","3,444","54,089"
"Summit County, Utah","36,324",19.41,"10,251","7,160","49,043"
"Summit County, Colorado","27,994",46.02,"9,502","5,064","8,117"
"Summit County, Ohio","541,781","1,312.62","129,922","109,531","39,153"
"Sumner County, Kansas","24,132",20.42,"2,039","6,844","20,191"
"Sumner County, Tennessee","160,645",303.42,"18,153","50,105","47,165"
"Sumter County, Florida","93,420",170.81,"22,631","52,722","12,119"
"Sumter County, South Carolina","107,456",161.57,"24,024","18,733","45,085"
"Sumter County, Alabama","13,763",15.23,"4,739","1,581","1,119"
"Sumter County, Georgia","32,819",67.99,"5,520","5,275","13,261"
"Sunflower County, Mississippi","29,450",42.21,"6,560","2,768","28,133"
"Surry County, Virginia","7,058",25.3,"2,069","1,785","51,181"
"Surry County, North Carolina","73,673",138.44,"7,438","23,495","37,171"
"Susquehanna County, Pennsylvania","43,356",52.65,"5,065","13,295","42,115"
"Sussex County, Delaware","197,145",210.61,"39,329","62,607","10,005"
"Sussex County, New Jersey","149,265",287.59,"24,132","46,486","34,037"
"Sussex County, Virginia","12,087",24.66,"2,874","2,055","51,183"
"Sutter County, California","94,737",157.26,"11,831","16,780","6,101"
"Sutton County, Texas","4,128",2.84,313,"1,075","48,435"
"Suwannee County, Florida","41,551",60.35,"3,955","14,281","12,121"
"Swain County, North Carolina","13,981",26.48,"2,186","3,557","37,173"
"Sweet Grass County, Montana","3,651",1.97,398,"1,580","30,097"
"Sweetwater County, Wyoming","43,806",4.2,"3,233","12,153","56,037"
"Swift County, Minnesota","9,783",13.18,"1,679","2,962","27,151"
"Swisher County, Texas","7,854",8.82,462,"1,671","48,437"
"Switzerland County, Indiana","10,613",48.1,930,"2,558","18,155"
"Talbot County, Georgia","6,865",17.54,"2,001","1,196","13,263"
"Talbot County, Maryland","37,782",140.7,"7,865","10,098","24,041"
"Taliaferro County, Georgia","1,717",8.82,545,349,"13,265"
"Talladega County, Alabama","82,291",111.69,"12,108","20,596","1,121"
"Tallahatchie County, Mississippi","15,378",23.83,"3,337","2,462","28,135"
"Tallapoosa County, Alabama","41,616",58.08,"5,271","12,967","1,123"
"Tama County, Iowa","17,767",24.64,"3,194","4,968","19,171"
"Taney County, Missouri","51,675",81.71,"4,367","18,240","29,213"
"Tangipahoa Parish, Louisiana","121,097",153.04,"16,869","33,933","22,105"
"Taos County, New Mexico","32,937",14.95,"10,550","2,706","35,055"
"Tarrant County, Texas","1,809,034","2,094.74","288,001","345,683","48,439"
"Tate County, Mississippi","28,886",71.37,"3,804","7,385","28,137"
"Tattnall County, Georgia","25,520",53.23,"1,678","5,092","13,267"
"Taylor County, Georgia","8,906",23.64,"1,295","2,062","13,269"
"Taylor County, Texas","131,506",143.64,"10,047","33,172","48,441"
"Taylor County, Wisconsin","20,689",21.22,"2,398","6,589","55,119"
"Taylor County, Iowa","6,317",11.88,755,"2,108","19,173"
"Taylor County, West Virginia","16,895",97.79,"1,483","4,701","54,091"
"Taylor County, Kentucky","24,512",92.04,"2,553","8,320","21,217"
"Taylor County, Florida","22,570",21.63,"2,149","6,923","12,123"
"Tazewell County, Virginia","45,078",86.88,"2,895","15,160","51,185"
"Tazewell County, Illinois","135,394",208.63,"20,568","38,620","17,179"
"Tehama County, California","63,463",21.52,"6,571","14,981","6,103"
"Telfair County, Georgia","16,500",37.73,"1,313","2,449","13,271"
"Teller County, Colorado","23,350",41.92,"3,547","9,580","8,119"
"Tensas Parish, Louisiana","5,252",8.71,"1,329","1,180","22,107"
"Terrebonne Parish, Louisiana","111,860",90.81,"10,664","31,900","22,109"
"Terrell County, Texas",984,0.42,140,287,"48,443"
"Terrell County, Georgia","9,315",27.77,"2,267","1,872","13,273"
"Terry County, Texas","12,651",14.23,424,"1,295","48,445"
"Teton County, Montana","6,073",2.67,803,"2,152","30,099"
"Teton County, Idaho","10,170",22.63,"2,157","2,161","16,081"
"Teton County, Wyoming","21,294",5.33,"7,313","3,920","56,039"
"Texas County, Missouri","26,008",22.09,"1,728","8,875","29,215"
"Texas County, Oklahoma","20,640",10.11,855,"4,615","40,139"
"Thayer County, Nebraska","5,228",9.11,490,"1,993","31,169"
"Thomas County, Nebraska",647,0.91,30,344,"31,171"
"Thomas County, Georgia","44,720",82.12,"7,138","11,225","13,275"
"Thomas County, Kansas","7,900",7.35,467,"2,832","20,193"
"Throckmorton County, Texas","1,641",1.8,84,715,"48,447"
"Thurston County, Washington","252,264",349.41,"65,015","46,219","53,067"
"Thurston County, Nebraska","6,940",17.63,911,"1,013","31,173"
"Tift County, Georgia","40,118",154.95,"3,892","8,680","13,277"
"Tillamook County, Oregon","25,250",22.9,"5,701","6,486","41,057"
"Tillman County, Oklahoma","7,992",9.17,657,"1,944","40,141"
"Tioga County, Pennsylvania","41,981",37.03,"3,642","12,928","42,117"
"Tioga County, New York","51,125",98.58,"6,852","12,528","36,107"
"Tippah County, Mississippi","22,232",48.56,"1,808","7,182","28,139"
"Tippecanoe County, Indiana","172,780",345.69,"27,207","30,711","18,157"
"Tipton County, Tennessee","61,081",133.26,"5,779","16,893","47,167"
"Tipton County, Indiana","15,936",61.17,"1,587","5,589","18,159"
"Tishomingo County, Mississippi","19,593",46.18,990,"7,117","28,141"
"Titus County, Texas","32,334",79.63,"2,538","6,405","48,449"
"Todd County, Kentucky","12,460",33.27,"1,042","3,612","21,219"
"Todd County, Minnesota","24,895",26.34,"2,783","8,485","27,153"
"Todd County, South Dakota","9,612",6.92,"1,505",487,"46,121"
"Tolland County, Connecticut","152,691",372.22,"38,450","33,989","9,013"
"Tom Green County, Texas","110,224",72.42,"9,117","27,376","48,451"
"Tompkins County, New York","101,564",213.98,"25,555","9,647","36,109"
"Tooele County, Utah","58,218",8.39,"4,015","9,693","49,045"
"Toole County, Montana","5,324",2.78,399,"1,495","30,101"
"Toombs County, Georgia","27,223",74.79,"2,338","6,612","13,279"
"Torrance County, New Mexico","16,383",4.9,"1,770","3,695","35,057"
"Towner County, North Dakota","2,246",2.19,305,733,"38,095"
"Towns County, Georgia","10,471",62.87,"1,206","5,377","13,281"
"Traill County, North Dakota","8,121",9.42,"1,239","2,263","38,097"
"Transylvania County, North Carolina","33,090",87.42,"6,520","10,441","37,175"
"Traverse County, Minnesota","3,558",6.2,631,"1,050","27,155"
"Travis County, Texas","1,024,266","1,034.40","306,475","126,750","48,453"
"Treasure County, Montana",718,0.73,59,350,"30,103"
"Trego County, Kansas","3,001",3.37,193,"1,211","20,195"
"Trempealeau County, Wisconsin","28,816",39.31,"5,645","7,370","55,121"
"Treutlen County, Georgia","6,885",34.52,860,"1,808","13,283"
"Trigg County, Kentucky","14,339",32.48,"1,587","4,928","21,221"
"Trimble County, Kentucky","8,809",58.09,879,"2,771","21,223"
"Trinity County, Texas","14,585",21.03,"1,154","4,737","48,455"
"Trinity County, California","13,786",4.34,"1,876","2,409","6,105"
"Tripp County, South Dakota","5,644",3.5,462,"2,069","46,123"
"Troup County, Georgia","67,044",161.95,"9,597","15,643","13,285"
"Trousdale County, Tennessee","7,870",68.92,943,"2,099","47,169"
"Trumbull County, Ohio","210,312",340.15,"42,130","48,152","39,155"
"Tucker County, West Virginia","7,141",17.05,750,"2,557","54,093"
"Tulare County, California","442,179",91.66,"39,099","50,488","6,107"
"Tulsa County, Oklahoma","603,403","1,058.14","87,663","143,985","40,143"
"Tunica County, Mississippi","10,778",23.71,"2,577",840,"28,143"
"Tuolumne County, California","55,365",24.93,"8,580","13,486","6,109"
"Turner County, Georgia","8,930",31.29,"1,243","2,094","13,287"
"Turner County, South Dakota","8,347",13.53,961,"2,937","46,125"
"Tuscaloosa County, Alabama","194,656",147.27,"31,746","47,701","1,125"
"Tuscarawas County, Ohio","92,582",163.1,"11,895","26,105","39,157"
"Tuscola County, Michigan","55,729",69.39,"7,493","17,421","26,157"
"Twiggs County, Georgia","9,023",25.18,"1,970","2,034","13,289"
"Twin Falls County, Idaho","77,230",40.2,"6,844","21,063","16,083"
"Tyler County, Texas","21,766",23.54,"1,243","6,601","48,457"
"Tyler County, West Virginia","9,208",35.93,505,"2,967","54,095"
"Tyrrell County, North Carolina","4,407",11.33,705,968,"37,177"
"Uinta County, Wyoming","21,118",10.15,"1,202","6,154","56,041"
"Uintah County, Utah","32,588",7.27,"1,002","9,876","49,047"
"Ulster County, New York","182,493",162.33,"40,010","32,962","36,111"
"Umatilla County, Oregon","75,889",23.6,"7,466","16,775","41,059"
"Unicoi County, Tennessee","18,313",98.37,"1,260","5,666","47,171"
"Union County, Illinois","17,808",43.07,"2,389","5,780","17,181"
"Union County, South Dakota","14,399",31.27,"2,227","5,288","46,127"
"Union County, South Carolina","28,961",56.33,"4,727","7,058","45,087"
"Union County, Kentucky","15,007",43.77,"1,331","4,701","21,225"
"Union County, Mississippi","27,134",65.29,"1,969","9,161","28,145"
"Union County, North Carolina","201,292",318.74,"34,051","66,265","37,179"
"Union County, Indiana","7,516",46.62,715,"2,445","18,161"
"Union County, Florida","15,535",63.78,"1,014","4,567","12,125"
"Union County, Ohio","52,300",121.14,"7,530","17,601","39,159"
"Union County, Pennsylvania","44,947",142.25,"6,138","10,605","42,119"
