name	total	density	dem	gop
"Ramsey County, Minnesota"	"508,640"	"3,341.65"	0.657335	0.262958
"Randall County, Texas"	"120,725"	132.44	0.154981	0.806106
"Randolph County, Missouri"	"25,414"	52.65	0.221457	0.730333
"Randolph County, West Virginia"	"29,405"	28.28	0.251849	0.701091
"Randolph County, Illinois"	"33,476"	58.17	0.2438	0.712087
"Randolph County, Arkansas"	"17,969"	27.55	0.225725	0.714082
"Randolph County, Alabama"	"22,913"	39.47	0.226061	0.759822
"Randolph County, North Carolina"	"141,752"	181.15	0.205518	0.772711
"Randolph County, Georgia"	"7,719"	18.03	0.551641	0.438687
"Randolph County, Indiana"	"26,171"	57.85	0.233933	0.718726
"Rankin County, Mississippi"	"141,617"	182.62	0.223955	0.752461
"Ransom County, North Dakota"	"5,457"	6.33	0.360811	0.521795
"Rapides Parish, Louisiana"	"131,613"	99.86	0.322284	0.6477
"Rappahannock County, Virginia"	"7,373"	27.69	0.391764	0.569757
"Ravalli County, Montana"	"40,212"	16.82	0.279472	0.66505
"Rawlins County, Kansas"	"2,519"	2.36	0.110497	0.834945
"Ray County, Missouri"	"23,494"	41.3	0.285002	0.655561
"Reagan County, Texas"	"3,367"	2.86	0.185556	0.787778
"Real County, Texas"	"3,309"	4.73	0.156138	0.8236
"Red Lake County, Minnesota"	"4,089"	9.46	0.288616	0.609834
"Red River County, Texas"	"12,860"	12.41	0.223043	0.762386
"Red River Parish, Louisiana"	"9,091"	23.36	0.438263	0.540706
"Red Willow County, Nebraska"	"11,055"	15.42	0.126062	0.832247
"Redwood County, Minnesota"	"16,059"	18.28	0.249405	0.678958
"Reeves County, Texas"	"13,783"	5.23	0.521043	0.445038
"Refugio County, Texas"	"7,383"	9.58	0.351104	0.621392
"Reno County, Kansas"	"64,511"	51.39	0.284459	0.643978
"Rensselaer County, New York"	"159,429"	244.36	0.455198	0.483899
"Renville County, Minnesota"	"15,730"	16	0.279915	0.646569
"Renville County, North Dakota"	"2,470"	2.82	0.159363	0.779283
"Republic County, Kansas"	"4,980"	6.94	0.148953	0.802335
"Reynolds County, Missouri"	"6,696"	8.28	0.1781	0.792216
"Rhea County, Tennessee"	"31,809"	100.86	0.177416	0.790243
"Rice County, Minnesota"	"64,142"	129.4	0.448117	0.478909
"Rice County, Kansas"	"10,083"	13.88	0.187272	0.743482
"Rich County, Utah"	"2,264"	2.2	0.094891	0.717153
"Richardson County, Nebraska"	"8,363"	15.15	0.217676	0.732133
"Richland County, Montana"	"9,746"	4.68	0.139027	0.807357
"Richland County, Ohio"	"124,475"	251.33	0.290832	0.666276
"Richland County, South Carolina"	"384,504"	507.89	0.639911	0.311411
"Richland County, North Dakota"	"16,321"	11.37	0.276676	0.637936
"Richland County, Wisconsin"	"18,021"	30.74	0.449259	0.505024
"Richland County, Illinois"	"16,233"	45.09	0.206946	0.751769
"Richland Parish, Louisiana"	"20,725"	37.07	0.328991	0.655065
"Richmond city, Virginia"	"204,214"	"3,414.65"	0.787973	0.150479
"Richmond County, North Carolina"	"46,639"	98.43	0.440653	0.542125
"Richmond County, New York"	"468,730"	"8,030.28"	0.404051	0.571811
"Richmond County, Virginia"	"9,254"	48.33	0.36894	0.606135
"Richmond County, Georgia"	"200,549"	618.36	0.649843	0.326089
"Riley County, Kansas"	"71,115"	116.63	0.434286	0.479463
"Ringgold County, Iowa"	"5,131"	9.58	0.280551	0.678092
"Rio Arriba County, New Mexico"	"40,246"	6.87	0.645629	0.242636
"Rio Blanco County, Colorado"	"6,666"	2.07	0.126019	0.809662
"Rio Grande County, Colorado"	"11,982"	13.14	0.361698	0.55758
"Ripley County, Missouri"	"14,100"	22.4	0.150417	0.819137
"Ripley County, Indiana"	"28,818"	64.55	0.193198	0.766693
"Ritchie County, West Virginia"	"10,449"	23.12	0.121287	0.835644
"Riverside County, California"	"2,189,641"	303.84	0.496107	0.452763
"Roane County, Tennessee"	"54,181"	150.21	0.223957	0.735079
"Roane County, West Virginia"	"14,926"	30.87	0.233091	0.720673
"Roanoke city, Virginia"	"97,032"	"2,279.80"	0.560846	0.384514
"Roanoke County, Virginia"	"92,376"	368.74	0.334742	0.615306
"Roberts County, South Dakota"	"10,149"	9.22	0.396037	0.551209
"Roberts County, Texas"	929	1.01	0.036364	0.952727
"Robertson County, Tennessee"	"66,283"	139.17	0.245322	0.717144
"Robertson County, Texas"	"16,622"	19.43	0.314265	0.665478
"Robertson County, Kentucky"	"2,282"	22.84	0.219151	0.74926
"Robeson County, North Carolina"	"134,168"	141.35	0.465783	0.514371
"Rock County, Minnesota"	"9,687"	20.08	0.285625	0.643021
"Rock County, Nebraska"	"1,526"	1.51	0.088272	0.86633
"Rock County, Wisconsin"	"160,331"	223.26	0.524179	0.419533
"Rock Island County, Illinois"	"147,546"	345.03	0.512268	0.428277
"Rockbridge County, Virginia"	"22,307"	37.33	0.328124	0.624333
"Rockcastle County, Kentucky"	"17,056"	53.88	0.136853	0.838917
"Rockdale County, Georgia"	"85,215"	656.55	0.617361	0.358163
"Rockingham County, New Hampshire"	"295,223"	424.95	0.446881	0.505276
"Rockingham County, North Carolina"	"93,643"	165.58	0.339754	0.639605
"Rockingham County, Virginia"	"76,314"	89.88	0.256213	0.691619
"Rockland County, New York"	"311,687"	"1,795.95"	0.511961	0.461083
"Rockwall County, Texas"	"78,337"	616.65	0.243695	0.718359
"Roger Mills County, Oklahoma"	"3,647"	3.2	0.085893	0.879408
"Rogers County, Oklahoma"	"86,905"	128.63	0.193344	0.756551
"Rolette County, North Dakota"	"13,937"	15.43	0.572638	0.330421
"Rooks County, Kansas"	"5,181"	5.82	0.114802	0.840622
"Roosevelt County, New Mexico"	"19,846"	8.11	0.246798	0.66012
"Roosevelt County, Montana"	"10,425"	4.43	0.43144	0.493976
"Roscommon County, Michigan"	"24,449"	47.05	0.328859	0.624501
"Roseau County, Minnesota"	"15,629"	9.35	0.23896	0.701815
"Rosebud County, Montana"	"9,233"	1.84	0.288651	0.658624
"Ross County, Ohio"	"78,064"	113.27	0.342083	0.615887
"Routt County, Colorado"	"23,509"	9.95	0.543639	0.373875
"Rowan County, North Carolina"	"138,428"	270.7	0.304512	0.671993
"Rowan County, Kentucky"	"23,333"	83.39	0.373202	0.586023
"Runnels County, Texas"	"10,501"	9.99	0.120053	0.860823
"Rush County, Indiana"	"17,392"	42.61	0.211395	0.733574
"Rush County, Kansas"	"3,307"	4.61	0.154003	0.798507
"Rusk County, Wisconsin"	"14,755"	16.15	0.308863	0.64931
"Rusk County, Texas"	"53,330"	57.71	0.207171	0.772612
"Russell County, Kentucky"	"17,565"	69.25	0.133766	0.839922
"Russell County, Alabama"	"52,947"	82.58	0.50047	0.481292
"Russell County, Virginia"	"28,897"	60.99	0.190898	0.78032
"Russell County, Kansas"	"6,970"	7.86	0.144219	0.808132
"Rutherford County, North Carolina"	"67,810"	120.2	0.250336	0.728867
"Rutherford County, Tennessee"	"262,604"	423.99	0.343857	0.604856
"Rutland County, Vermont"	"61,642"	66.29	0.492733	0.450868
"Sabine County, Texas"	"10,834"	22.05	0.132271	0.859974
"Sabine Parish, Louisiana"	"24,233"	27.96	0.174042	0.805008
"Sac County, Iowa"	"10,350"	18	0.246026	0.715781
"Sacramento County, California"	"1,418,788"	"1,470.79"	0.585567	0.348695
"Sagadahoc County, Maine"	"35,293"	139.12	0.49449	0.430821
"Saginaw County, Michigan"	"200,169"	250.18	0.471295	0.482696
"Saguache County, Colorado"	"6,108"	1.93	0.49686	0.409679
"Salem city, Virginia"	"24,802"	"1,718.00"	0.347267	0.59568
"Salem County, New Jersey"	"66,083"	199.11	0.402669	0.556331
"Saline County, Arkansas"	"107,118"	148.03	0.254892	0.689846
"Saline County, Nebraska"	"14,200"	24.74	0.339937	0.594161
"Saline County, Illinois"	"24,913"	65.59	0.227079	0.7342
"Saline County, Kansas"	"55,606"	77.21	0.2869	0.63034
"Saline County, Missouri"	"23,370"	30.93	0.30146	0.646512
"Salt Lake County, Utah"	"1,029,655"	"1,387.15"	0.428483	0.326282
"Saluda County, South Carolina"	"19,875"	43.9	0.328193	0.645519
"Sampson County, North Carolina"	"63,431"	67.14	0.409002	0.575747
"San Augustine County, Texas"	"8,865"	16.71	0.254561	0.735335
"San Benito County, California"	"55,269"	39.8	0.571933	0.368256
"San Bernardino County, California"	"2,035,210"	101.47	0.52192	0.42413
"San Diego County, California"	"3,095,313"	735.82	0.56071	0.382352
"San Francisco County, California"	"805,235"	"17,179.16"	0.855317	0.094425
"San Jacinto County, Texas"	"26,384"	46.35	0.19738	0.781174
"San Joaquin County, California"	"685,306"	492.56	0.53881	0.409944
"San Juan County, Utah"	"14,746"	1.89	0.370845	0.489322
"San Juan County, Washington"	"15,769"	90.67	0.666069	0.250354
"San Juan County, Colorado"	699	1.8	0.523715	0.424901
"San Juan County, New Mexico"	"130,044"	23.59	0.282039	0.613049
"San Luis Obispo County, California"	"269,637"	81.74	0.505727	0.422814
"San Mateo County, California"	"718,451"	"1,602.23"	0.763759	0.186891
"San Miguel County, Colorado"	"7,359"	5.72	0.686616	0.238924
"San Miguel County, New Mexico"	"29,393"	6.23	0.679891	0.215907
"San Patricio County, Texas"	"64,804"	93.45	0.363734	0.604472
"San Saba County, Texas"	"6,131"	5.4	0.124469	0.860238
"Sanborn County, South Dakota"	"2,355"	4.14	0.214604	0.729297
"Sanders County, Montana"	"11,413"	4.13	0.206268	0.726963
"Sandoval County, New Mexico"	"131,561"	35.45	0.45225	0.424906
"Sandusky County, Ohio"	"60,944"	149.21	0.354043	0.583646
"Sangamon County, Illinois"	"197,465"	227.42	0.422205	0.51645
"Sanilac County, Michigan"	"43,114"	44.79	0.253235	0.698748
"Sanpete County, Utah"	"27,822"	17.5	0.104929	0.658212
"Santa Barbara County, California"	"423,895"	154.98	0.609655	0.327236
"Santa Clara County, California"	"1,781,642"	"1,381.01"	0.73348	0.20853
"Santa Cruz County, California"	"262,382"	589.4	0.750469	0.177589
"Santa Cruz County, Arizona"	"47,420"	38.34	0.715798	0.24454
"Santa Fe County, New Mexico"	"144,170"	75.5	0.712822	0.202591
"Santa Rosa County, Florida"	"151,372"	149.64	0.210426	0.744876
"Sarasota County, Florida"	"379,448"	682.62	0.427449	0.543077
"Saratoga County, New York"	"219,607"	271.13	0.447175	0.490811
"Sargent County, North Dakota"	"3,829"	4.46	0.350354	0.550051
"Sarpy County, Nebraska"	"158,840"	664.63	0.35618	0.574035
"Sauk County, Wisconsin"	"61,976"	74.59	0.470325	0.473494
"Saunders County, Nebraska"	"20,780"	27.7	0.236743	0.70636
"Sawyer County, Wisconsin"	"16,557"	13.17	0.366422	0.595468
"Schenectady County, New York"	"154,727"	756.55	0.500901	0.442454
"Schleicher County, Texas"	"3,461"	2.64	0.198292	0.77704
"Schley County, Georgia"	"5,010"	30.02	0.210058	0.771084
"Schoharie County, New York"	"32,749"	52.67	0.298035	0.644914
"Schoolcraft County, Michigan"	"8,485"	7.24	0.3298	0.615755
"Schuyler County, Missouri"	"4,431"	14.42	0.183135	0.778583
"Schuyler County, New York"	"18,343"	55.87	0.327793	0.614864
"Schuyler County, Illinois"	"7,544"	17.25	0.283228	0.665348
"Schuylkill County, Pennsylvania"	"148,289"	190.45	0.266518	0.700191
"Scioto County, Ohio"	"79,499"	130.28	0.298501	0.666554
"Scotland County, Missouri"	"4,843"	11.09	0.185467	0.774898
"Scotland County, North Carolina"	"36,157"	113.4	0.529651	0.452012
"Scott County, Arkansas"	"11,233"	12.59	0.168048	0.7882
"Scott County, Kentucky"	"47,173"	167.42	0.31926	0.623039
"Scott County, Virginia"	"23,177"	43.28	0.157036	0.819692
"Scott County, Mississippi"	"28,264"	46.4	0.40529	0.58194
"Scott County, Missouri"	"39,191"	93.31	0.20726	0.763628
"Scott County, Minnesota"	"129,928"	364.48	0.383143	0.537008
"Scott County, Kansas"	"4,936"	6.88	0.107457	0.848541
"Scott County, Indiana"	"24,181"	127	0.291611	0.670419
"Scott County, Iowa"	"165,224"	360.68	0.474823	0.460461
"Scott County, Tennessee"	"22,228"	41.76	0.131125	0.848519
"Scott County, Illinois"	"5,355"	21.34	0.204413	0.760743
"Scotts Bluff County, Nebraska"	"36,970"	50	0.226772	0.716229
"Screven County, Georgia"	"14,593"	22.62	0.40358	0.579926
"Scurry County, Texas"	"16,921"	18.69	0.139327	0.836913
"Searcy County, Arkansas"	"8,195"	12.3	0.16252	0.799081
"Sebastian County, Arkansas"	"125,744"	236.4	0.279725	0.660491
"Sedgwick County, Kansas"	"498,365"	499.61	0.369107	0.560548
"Sedgwick County, Colorado"	"2,379"	4.34	0.195748	0.744135
"Seminole County, Oklahoma"	"25,482"	40.27	0.257346	0.698705
"Seminole County, Florida"	"422,718"	"1,367.04"	0.470685	0.486971
"Seminole County, Georgia"	"8,729"	37.11	0.331563	0.655018
"Seneca County, New York"	"35,251"	108.9	0.406616	0.527933
"Seneca County, Ohio"	"56,745"	102.98	0.308207	0.620033
"Sequatchie County, Tennessee"	"14,112"	53.08	0.18546	0.782425
"Sequoyah County, Oklahoma"	"42,391"	62.96	0.212025	0.754173
"Sevier County, Arkansas"	"17,058"	30.18	0.23799	0.726367
"Sevier County, Utah"	"20,802"	10.89	0.081006	0.776962
"Sevier County, Tennessee"	"89,889"	151.71	0.173936	0.790768
"Seward County, Kansas"	"22,952"	35.89	0.314358	0.637782
"Seward County, Nebraska"	"16,750"	29.31	0.242584	0.702992
"Shackelford County, Texas"	"3,378"	3.69	0.068575	0.917443
"Shannon County, Missouri"	"8,441"	8.41	0.19877	0.759734
"Sharkey County, Mississippi"	"4,916"	11.39	0.669782	0.321391
"Sharp County, Arkansas"	"17,264"	28.56	0.204729	0.751739
"Shasta County, California"	"177,223"	46.94	0.282148	0.655884
"Shawano County, Wisconsin"	"41,949"	46.97	0.307458	0.646901
"Shawnee County, Kansas"	"177,934"	327.07	0.451743	0.479972
"Sheboygan County, Wisconsin"	"115,507"	225.92	0.388334	0.555293
"Shelby County, Indiana"	"44,436"	108.08	0.2368	0.709116
"Shelby County, Ohio"	"49,423"	121.23	0.179273	0.785288
"Shelby County, Illinois"	"22,363"	29.48	0.208853	0.752291
"Shelby County, Texas"	"25,448"	31.99	0.193673	0.790454
"Shelby County, Tennessee"	"927,644"	"1,215.51"	0.62267	0.346374
"Shelby County, Alabama"	"195,085"	248.54	0.2311	0.734275
"Shelby County, Kentucky"	"42,074"	110.83	0.305208	0.641735
"Shelby County, Missouri"	"6,373"	12.72	0.186347	0.776138
"Shelby County, Iowa"	"12,167"	20.59	0.262998	0.692185
"Shenandoah County, Virginia"	"41,993"	82.54	0.25911	0.692304
"Sherburne County, Minnesota"	"88,499"	204.42	0.277421	0.647691
"Sheridan County, Montana"	"3,384"	2.02	0.260822	0.677808
"Sheridan County, Wyoming"	"29,116"	11.54	0.206245	0.72362
"Sheridan County, North Dakota"	"1,321"	1.36	0.121447	0.832041
"Sheridan County, Kansas"	"2,556"	2.85	0.092511	0.870778
"Sheridan County, Nebraska"	"5,469"	2.24	0.111501	0.854581
"Sherman County, Kansas"	"6,010"	5.69	0.134017	0.805282
"Sherman County, Nebraska"	"3,152"	5.57	0.217643	0.735995
"Sherman County, Oregon"	"1,765"	2.14	0.205493	0.738555
"Sherman County, Texas"	"3,034"	3.29	0.102894	0.864952
"Shiawassee County, Michigan"	"70,648"	133.13	0.368552	0.564916
"Shoshone County, Idaho"	"12,765"	4.85	0.270313	0.643945
"Sibley County, Minnesota"	"15,226"	25.86	0.25288	0.672059
"Sierra County, New Mexico"	"11,988"	2.87	0.311952	0.584519
"Sierra County, California"	"3,240"	3.4	0.333149	0.580931
"Silver Bow County, Montana"	"34,200"	47.6	0.530021	0.387793
"Simpson County, Mississippi"	"27,503"	46.68	0.339085	0.6476
"Simpson County, Kentucky"	"17,327"	73.98	0.284955	0.674774
"Sioux County, North Dakota"	"4,153"	3.8	0.64401	0.217502
"Sioux County, Iowa"	"33,704"	43.87	0.127244	0.820557
"Sioux County, Nebraska"	"1,311"	0.63	0.108604	0.849083
"Siskiyou County, California"	"44,900"	7.15	0.358238	0.565235
"Skagit County, Washington"	"116,901"	67.53	0.47557	0.443727
"Skamania County, Washington"	"11,066"	6.68	0.395024	0.520852
"Slope County, North Dakota"	727	0.6	0.098361	0.845433
"Smith County, Texas"	"209,714"	227.59	0.266086	0.70503
"Smith County, Mississippi"	"16,491"	25.92	0.211488	0.777792
"Smith County, Tennessee"	"19,166"	60.98	0.2278	0.740216
"Smith County, Kansas"	"3,853"	4.3	0.146475	0.811817
"Smyth County, Virginia"	"32,208"	71.43	0.207485	0.76
"Snohomish County, Washington"	"713,335"	341.75	0.542634	0.376202
"Snyder County, Pennsylvania"	"39,702"	120.78	0.244352	0.716953
"Socorro County, New Mexico"	"17,866"	2.69	0.484754	0.383659
"Solano County, California"	"413,344"	503	0.622547	0.31778
"Somerset County, Maine"	"52,228"	13.31	0.350123	0.577557
"Somerset County, New Jersey"	"323,444"	"1,071.67"	0.54353	0.419063
"Somerset County, Pennsylvania"	"77,742"	72.36	0.206185	0.765379
"Somerset County, Maryland"	"26,470"	82.79	0.397354	0.576642
"Somervell County, Texas"	"8,490"	45.53	0.139319	0.827141
"Sonoma County, California"	"483,878"	307.06	0.707223	0.228093
"Southampton County, Virginia"	"18,570"	30.99	0.405207	0.567516
"Spalding County, Georgia"	"64,073"	326.12	0.360332	0.602776
"Spartanburg County, South Carolina"	"284,307"	351.9	0.330218	0.630012
"Spencer County, Indiana"	"20,952"	52.81	0.287278	0.659906
"Spencer County, Kentucky"	"17,061"	91.39	0.202019	0.756757
"Spink County, South Dakota"	"6,415"	4.27	0.31142	0.628262
"Spokane County, Washington"	"471,221"	267.16	0.416136	0.499065
"Spotsylvania County, Virginia"	"122,397"	304.85	0.389865	0.557624
"St. Bernard Parish, Louisiana"	"35,897"	95.09	0.313595	0.647308
"St. Charles County, Missouri"	"360,485"	643.22	0.341958	0.605971
"St. Charles Parish, Louisiana"	"52,780"	189.12	0.326766	0.634593
"St. Clair County, Alabama"	"83,593"	132.29	0.146295	0.832406
"St. Clair County, Illinois"	"270,056"	410.57	0.504862	0.448646
"St. Clair County, Michigan"	"163,040"	226.08	0.314806	0.629112
"St. Clair County, Missouri"	"9,805"	14.63	0.20216	0.756156
"St. Croix County, Wisconsin"	"84,345"	116.77	0.373694	0.557957
"St. Francis County, Arkansas"	"28,258"	44.52	0.543848	0.431058
"St. Francois County, Missouri"	"65,359"	144.64	0.252893	0.706765
"St. Helena Parish, Louisiana"	"11,203"	27.43	0.562207	0.418679
"St. James Parish, Louisiana"	"22,102"	91.51	0.531072	0.451469
"St. John the Baptist Parish, Louisiana"	"45,924"	215.53	0.610318	0.364947
"St. Johns County, Florida"	"190,039"	316.39	0.315539	0.64984
"St. Joseph County, Michigan"	"61,295"	122.45	0.31681	0.626383
"St. Joseph County, Indiana"	"266,931"	583.01	0.477351	0.475268
"St. Landry Parish, Louisiana"	"83,384"	90.25	0.430523	0.549562
"St. Lawrence County, New York"	"111,944"	41.76	0.416994	0.524834
"St. Louis city, Missouri"	"319,294"	"5,157.49"	0.796582	0.159188
"St. Louis County, Missouri"	"998,954"	"1,967.22"	0.557835	0.3954
"St. Louis County, Minnesota"	"200,226"	32.05	0.519225	0.401141
"St. Lucie County, Florida"	"277,789"	485.71	0.47475	0.499165
"St. Martin Parish, Louisiana"	"52,160"	70.71	0.321022	0.655249
"St. Mary Parish, Louisiana"	"54,650"	98.4	0.351974	0.627563
"St. Mary's County, Maryland"	"105,151"	294.39	0.349487	0.595298
"St. Tammany Parish, Louisiana"	"233,740"	276.44	0.222817	0.730885
"Stafford County, Virginia"	"128,961"	479.49	0.426611	0.517827
"Stafford County, Kansas"	"4,437"	5.6	0.160828	0.788217
"Stanislaus County, California"	"514,453"	344.16	0.47354	0.46727
"Stanley County, South Dakota"	"2,966"	2.05	0.209955	0.73261
"Stanly County, North Carolina"	"60,585"	153.35	0.237955	0.739805
"Stanton County, Kansas"	"2,235"	3.29	0.177898	0.781671
"Stanton County, Nebraska"	"6,129"	14.32	0.151747	0.790757
"Stark County, Ohio"	"375,586"	652.89	0.389663	0.563856
"Stark County, Illinois"	"5,994"	20.81	0.276321	0.656446
"Stark County, North Dakota"	"24,199"	18.13	0.144036	0.802146
"Starke County, Indiana"	"23,363"	75.58	0.269781	0.690115
"Starr County, Texas"	"60,968"	49.84	0.790865	0.189719
"Staunton city, Virginia"	"23,746"	"1,188.77"	0.478195	0.460248
"Ste. Genevieve County, Missouri"	"18,145"	36.35	0.300272	0.649604
"Stearns County, Minnesota"	"150,642"	112.16	0.323796	0.602874
"Steele County, Minnesota"	"36,576"	85.13	0.327679	0.58813
"Steele County, North Dakota"	"1,975"	2.77	0.36687	0.545732
"Stephens County, Oklahoma"	"45,048"	51.76	0.172425	0.792016
"Stephens County, Georgia"	"26,175"	146.12	0.188012	0.78709
"Stephens County, Texas"	"9,630"	10.74	0.100782	0.878367
"Stephenson County, Illinois"	"47,711"	84.52	0.385711	0.555442
"Sterling County, Texas"	"1,143"	1.24	0.110585	0.867299
"Steuben County, Indiana"	"34,185"	110.65	0.257467	0.696972
"Steuben County, New York"	"98,990"	71.19	0.292263	0.653871
"Stevens County, Kansas"	"5,724"	7.87	0.116028	0.844037
"Stevens County, Minnesota"	"9,726"	17.26	0.395514	0.523364
"Stevens County, Washington"	"43,531"	17.57	0.264509	0.67277
"Stewart County, Georgia"	"6,058"	13.21	0.594252	0.392109
"Stewart County, Tennessee"	"13,324"	29.01	0.231308	0.731403
"Stillwater County, Montana"	"9,117"	5.08	0.187708	0.753738
"Stoddard County, Missouri"	"29,968"	36.4	0.14106	0.834237
"Stokes County, North Carolina"	"47,401"	105.6	0.209404	0.765305
"Stone County, Missouri"	"32,202"	69.4	0.174507	0.795078
"Stone County, Arkansas"	"12,394"	20.44	0.215126	0.738375
"Stone County, Mississippi"	"17,786"	39.93	0.219849	0.755339
"Stonewall County, Texas"	"1,490"	1.63	0.192582	0.791726
"Storey County, Nevada"	"4,010"	15.25	0.29398	0.631744
"Story County, Iowa"	"89,542"	156.32	0.512881	0.390738
"Strafford County, New Hampshire"	"123,143"	333.74	0.513767	0.428046
"Stutsman County, North Dakota"	"21,100"	9.5	0.24995	0.674784
"Sublette County, Wyoming"	"10,247"	2.1	0.149872	0.793344
"Suffolk city, Virginia"	"84,585"	211.37	0.548833	0.41036
"Suffolk County, Massachusetts"	"722,023"	"12,415.65"	0.794723	0.164874
"Suffolk County, New York"	"1,493,350"	"1,637.35"	0.442615	0.52484
"Sullivan County, Missouri"	"6,714"	10.36	0.211755	0.758454
"Sullivan County, New York"	"77,547"	80.1	0.414312	0.551737
"Sullivan County, New Hampshire"	"43,742"	81.41	0.46197	0.488485
"Sullivan County, Tennessee"	"156,823"	379.38	0.198964	0.761393
"Sullivan County, Indiana"	"21,475"	48.03	0.246875	0.71714
"Sullivan County, Pennsylvania"	"6,428"	14.29	0.238636	0.731692
"Sully County, South Dakota"	"1,373"	1.36	0.159117	0.788618
"Summers County, West Virginia"	"13,927"	38.64	0.244687	0.710543
"Summit County, Utah"	"36,324"	19.41	0.509164	0.355635
"Summit County, Colorado"	"27,994"	46.02	0.591619	0.315298
"Summit County, Ohio"	"541,781"	"1,312.62"	0.519819	0.438234
"Sumner County, Kansas"	"24,132"	20.42	0.214767	0.720876
"Sumner County, Tennessee"	"160,645"	303.42	0.255388	0.70491
"Sumter County, Florida"	"93,420"	170.81	0.295255	0.687837
"Sumter County, South Carolina"	"107,456"	161.57	0.545405	0.425286
"Sumter County, Alabama"	"13,763"	15.23	0.741512	0.247379
"Sumter County, Georgia"	"32,819"	67.99	0.503053	0.480725
"Sunflower County, Mississippi"	"29,450"	42.21	0.697427	0.29428
"Surry County, Virginia"	"7,058"	25.3	0.520372	0.448944
"Surry County, North Carolina"	"73,673"	138.44	0.234911	0.742033
"Susquehanna County, Pennsylvania"	"43,356"	52.65	0.263802	0.692448
"Sussex County, Delaware"	"197,145"	210.61	0.37168	0.59167
"Sussex County, New Jersey"	"149,265"	287.59	0.326726	0.62938
"Sussex County, Virginia"	"12,087"	24.66	0.570691	0.408062
"Sutter County, California"	"94,737"	157.26	0.388807	0.551448
"Sutton County, Texas"	"4,128"	2.84	0.221201	0.759717
"Suwannee County, Florida"	"41,551"	60.35	0.21178	0.764712
"Swain County, North Carolina"	"13,981"	26.48	0.36543	0.594617
"Sweet Grass County, Montana"	"3,651"	1.97	0.191623	0.760713
"Sweetwater County, Wyoming"	"43,806"	4.2	0.194046	0.729428
"Swift County, Minnesota"	"9,783"	13.18	0.337963	0.596216
"Swisher County, Texas"	"7,854"	8.82	0.210959	0.763014
"Switzerland County, Indiana"	"10,613"	48.1	0.255565	0.70294
"Talbot County, Georgia"	"6,865"	17.54	0.617021	0.368794
"Talbot County, Maryland"	"37,782"	140.7	0.419892	0.539106
"Taliaferro County, Georgia"	"1,717"	8.82	0.607581	0.389075
"Talladega County, Alabama"	"82,291"	111.69	0.364501	0.620025
"Tallahatchie County, Mississippi"	"15,378"	23.83	0.568484	0.419421
"Tallapoosa County, Alabama"	"41,616"	58.08	0.284857	0.700767
"Tama County, Iowa"	"17,767"	24.64	0.369847	0.575266
"Taney County, Missouri"	"51,675"	81.71	0.186632	0.77952
"Tangipahoa Parish, Louisiana"	"121,097"	153.04	0.322044	0.647811
"Taos County, New Mexico"	"32,937"	14.95	0.699973	0.179538
"Tarrant County, Texas"	"1,809,034"	"2,094.74"	0.434501	0.521524
"Tate County, Mississippi"	"28,886"	71.37	0.334006	0.648433
"Tattnall County, Georgia"	"25,520"	53.23	0.243931	0.740224
"Taylor County, Georgia"	"8,906"	23.64	0.380658	0.606114
"Taylor County, Texas"	"131,506"	143.64	0.221955	0.732824
"Taylor County, Wisconsin"	"20,689"	21.22	0.254646	0.699692
"Taylor County, Iowa"	"6,317"	11.88	0.251415	0.701965
"Taylor County, West Virginia"	"16,895"	97.79	0.228224	0.723453
"Taylor County, Kentucky"	"24,512"	92.04	0.225909	0.736218
"Taylor County, Florida"	"22,570"	21.63	0.231598	0.746093
"Tazewell County, Virginia"	"45,078"	86.88	0.156529	0.819681
"Tazewell County, Illinois"	"135,394"	208.63	0.324688	0.609658
"Tehama County, California"	"63,463"	21.52	0.287257	0.654907
"Telfair County, Georgia"	"16,500"	37.73	0.346073	0.645493
"Teller County, Colorado"	"23,350"	41.92	0.249736	0.674505
"Tensas Parish, Louisiana"	"5,252"	8.71	0.522611	0.464019
"Terrebonne Parish, Louisiana"	"111,860"	90.81	0.242954	0.726767
"Terrell County, Texas"	984	0.42	0.320366	0.656751
"Terrell County, Georgia"	"9,315"	27.77	0.542474	0.447954
"Terry County, Texas"	"12,651"	14.23	0.240499	0.734543
"Teton County, Montana"	"6,073"	2.67	0.255488	0.684696
"Teton County, Idaho"	"10,170"	22.63	0.434354	0.435159
"Teton County, Wyoming"	"21,294"	5.33	0.600608	0.321945
"Texas County, Missouri"	"26,008"	22.09	0.158025	0.811614
"Texas County, Oklahoma"	"20,640"	10.11	0.148155	0.799688
"Thayer County, Nebraska"	"5,228"	9.11	0.187524	0.762725
"Thomas County, Nebraska"	647	0.91	0.077519	0.888889
"Thomas County, Georgia"	"44,720"	82.12	0.3811	0.599306
"Thomas County, Kansas"	"7,900"	7.35	0.13408	0.813092
"Throckmorton County, Texas"	"1,641"	1.8	0.10396	0.884901
"Thurston County, Washington"	"252,264"	349.41	0.531598	0.377912
"Thurston County, Nebraska"	"6,940"	17.63	0.44899	0.499261
"Tift County, Georgia"	"40,118"	154.95	0.304158	0.678337
"Tillamook County, Oregon"	"25,250"	22.9	0.429907	0.489103
"Tillman County, Oklahoma"	"7,992"	9.17	0.242794	0.718404
